MOTS_ID  |MOTS_LUXEMBURGISCH  |MOTS_LUXEMBURGISCH_WSC  |MOTS_FRENCH  |MOTS_FRENCH_WSC  |MOTS_GERMAN  |MOTS_GERMAN_WSC  |MOTS_ENGLISH  |MOTS_ENGLISH_WSC  |MOTS_SPAIN  |MOTS_SPAIN_WSC  |MOTS_ITALIAN  |MOTS_ITALIAN_WSC  |MOTS_PORTUGUESE  |MOTS_PORTUGUESE_WSC  |INFINITIF_INDEX1  |INFINITIF_INDEX2  
581|Ballet, Balleten|ballet, balleten|ballet|ballet|Ballett|ballett|ballet|ballet|ballet|ballet|balletto|balletto|ballet, bailado|ballet, bailado|null|null
582|Ballon, Ballonen|ballon, ballonen|montgolfière|montgolfiere|Montgolfiere|montgolfiere|balloon|balloon|globo|globo|mongolfiera|mongolfiera|balão|balão|null|null
852|beweisen=noweisen, e beweist|beweisen=noweisen, e beweist|prouver|prouver|beweisen|beweisen|to prove|to prove|probar, demostrar|probar, demostrar|dimostrare, provare|dimostrare, provare|provar, demonstrar|provar, demonstrar|beweisen|null
584|Balustrad=Gelänner=Ramp=Gitter, Balustraden|balustrad=gelanner=ramp=gitter, balustraden|balustrade, grille, rampe|balustrade, grille, rampe|Geländer|gelander|banisters, gate, railings|banisters, gate, railings|barandilla, reja, pasamanos|barandilla, reja, pasamanos|corrimano, balaustra|corrimano, balaustra|corrimão, balaustrada|corrimão, balaustrada|null|null
585|Bam, Beem|bam, beem|arbre|arbre|Baum|baum|tree|tree|árbol|arbol|albero|albero|árvore|arvore|null|null
586|bampelen=bompelen=schaukelen, e bampelt|bampelen=bompelen=schaukelen, e bampelt|pendiller, se balancer|pendiller, se balancer|baumeln|baumeln|to dingledangle|to dingledangle|oscilar, mecerse|oscilar, mecerse|penzolare|penzolare|balançar­se|balançar­se|null|null
587|Bamstamm, Bamstämm|bamstamm, bamstamm|tronc d’arbre|tronc d’arbre|Baumstamm|baumstamm|log|log|tronco|tronco|tronco|tronco|tronco|tronco|null|null
588|banal=hondsgewéinlech=alldeeglech=ordinär=geleefeg|banal=hondsgeweinlech=alldeeglech=ordinar=geleefeg|ordinaire, banal|ordinaire, banal|gewöhnlich, banal|gewohnlich, banal|plain, ordinary|plain, ordinary|normal y corriente, común|normal y corriente, comun|corrente, normale|corrente, normale|normal, corrente|normal, corrente|null|null
589|Banann, Banannen|banann, banannen|banane|banane|Banane|banane|banana|banana|plátano|platano|banana|banana|banana|banana|null|null
590|Band, Bänner|band, banner|ruban|ruban|Streifen|streifen|band, strip|band, strip|faja, tira|faja, tira|striscia|striscia|tira|tira|null|null
591|Band=Clique=Grupp, Banden|band=clique=grupp, banden|bande|bande|Bande|bande|gang|gang|pandilla|pandilla|banda|banda|quadrilha|quadrilha|null|null
592|Bandage=Verband, Bandagen|bandage=verband, bandagen|bandage, pansement|bandage, pansement|Verband|verband|bandage|bandage|venda|venda|fasciatura|fasciatura|penso, ligadura|penso, ligadura|null|null
593|bandagéieren=verbannen, e bandagéiert|bandageieren=verbannen, e bandageiert|panser, bandager|panser, bandager|verbinden|verbinden|to bandage|to bandage|vendar|vendar|bendare|bendare|ligar|ligar|null|null
596|Bank, Banken|bank, banken|banque|banque|Bank|bank|bank|bank|Banco, Banca|banco, banca|banca|banca|Banca|banca|null|null
594|bändegen=zämen=zähmen, e bändegt|bandegen=zamen=zahmen, e bandegt|apprivoiser, dompter|apprivoiser, dompter|zähmen|zahmen|to tame|to tame|domesticar|domesticar|addomesticare|addomesticare|domesticar|domesticar|null|null
595|Bandit=Gauner=Verbriecher, Banditten|bandit=gauner=verbriecher, banditten|bandit, escroc, criminel|bandit, escroc, criminel|Verbrecher, Bandit, Gauner|verbrecher, bandit, gauner|criminal, bandit, crook|criminal, bandit, crook|criminál, bandido, estafador|criminal, bandido, estafador|criminale, bandito, imbroglione|criminale, bandito, imbroglione|criminoso, bandido, gatuno|criminoso, bandido, gatuno|null|null
597|Bänk, Bänken|bank, banken|banc|banc|Sitzbank|sitzbank|bench|bench|banco|banco|banco|banco|banco|banco|null|null
598|bannen=dobannen=dran=eran|bannen=dobannen=dran=eran|à l’intérieur|a l’interieur|innen|innen|inside|inside|dentro|dentro|dentro|dentro|dentro|dentro|null|null
693|béien=diebelen, e béit|beien=diebelen, e beit|plier, doubler|plier, doubler|falten, biegen|falten, biegen|to fold, to bend|to fold, to bend|plegar, doblar|plegar, doblar|piegare|piegare|dobrar|dobrar|béien|béien
600|Bannendes, eppes Bannendes=Verflichtung=Engagement=Zwang=Compromis|bannendes, eppes bannendes=verflichtung=engagement=zwang=compromis|engagement, compromis|engagement, compromis|Verpflichtung|verpflichtung|commitment|commitment|compromiso|compromiso|compromesso|compromesso|compromisso|compromisso|null|null
601|Bannenhaff, Bannenhäff|bannenhaff, bannenhaff|cour intérieure|cour interieure|Innenhof|innenhof|inner court|inner court|patio|patio|cortile interno|cortile interno|pátio interior|patio interior|null|null
602|bannent=iwwerdeems|bannent=iwwerdeems|pendant que|pendant que|während|wahrend|while|while|mientras|mientras|mentre|mentre|enquanto|enquanto|null|null
603|Bar, Baren|bar, baren|bar|bar|Kneipe|kneipe|bar, pub|bar, pub|bar|bar|bar|bar|bar, café|bar, cafe|null|null
604|barbaresch=grausam|barbaresch=grausam|cruel, atroce, barbare|cruel, atroce, barbare|grausam|grausam|cruel, atrocious|cruel, atrocious|cruel, atroz|cruel, atroz|crudele, atroce|crudele, atroce|cruel, atroz|cruel, atroz|null|null
605|Barrage=Staudamm, Barragen|barrage=staudamm, barragen|barrage|barrage|Staudamm|staudamm|dam|dam|embalse|embalse|diga|diga|barragem|barragem|null|null
606|Barrière, Barrièren|barriere, barrieren|barrière|barriere|Schranke, Gatter|schranke, gatter|barrier, gate|barrier, gate|barrera, valla|barrera, valla|barriera, staccionata|barriera, staccionata|barreira, cancela|barreira, cancela|null|null
607|barsch=onhéiflech=graff=gemeng=ongezillt=bësseg=ongehuwwelt|barsch=onheiflech=graff=gemeng=ongezillt=besseg=ongehuwwelt|gros, grossier, impoli|gros, grossier, impoli|unhöflich, grob, ungehobelt|unhoflich, grob, ungehobelt|coarse, rude, heavy|coarse, rude, heavy|grosero, grueso|grosero, grueso|grossolano|grossolano|grosso, grosseiro|grosso, grosseiro|null|null
608|Bascht=Spléck=Rass=Schlitz, Baschten|bascht=spleck=rass=schlitz, baschten|fissure, félure, crevasse|fissure, felure, crevasse|Riss, Ritze, Spalte|riss, ritze, spalte|crack, crevice|crack, crevice|grieta, hendidura|grieta, hendidura|fenditura, fessura, crepa|fenditura, fessura, crepa|fenda, fissura, greta|fenda, fissura, greta|null|null
713|bekannt ginn=matdeelen, e gëtt bekannt|bekannt ginn=matdeelen, e gett bekannt|faire savoir, communiquer|faire savoir, communiquer|mitteilen|mitteilen|to communicate|to communicate|comunicar|comunicar|comunicare|comunicare|comunicar|comunicar|bekannt ginn|null
610|baschten=Rëss kréien, et bascht|baschten=ress kreien, et bascht|crever, se fendiller|crever, se fendiller|bersten|bersten|to explode|to explode|explotar|explotar|crepare|crepare|explodir|explodir|null|null
611|baschten(sech)=s. doutschaffen=s. kapott man, e bascht sech|baschten(sech)=s. doutschaffen=s. kapott man, e bascht sech|se crever|se crever|sich kaputt machen|sich kaputt machen|to tire o. s.|to tire o. s.|fatigarse|fatigarse|affaticarsi, sgobbare|affaticarsi, sgobbare|fatigar­se|fatigar­se|null|null
612|Baseball|baseball|baseball|baseball|Baseball|baseball|baseball|baseball|béisbol|beisbol|baseball|baseball|baseball|baseball|null|null
613|Baseballschléier, Baseballschléier|baseballschleier, baseballschleier|batte|batte|Baseball­Schläger|baseball­schlager|bat|bat|bate|bate|mazza|mazza|taco|taco|null|null
614|Baseng=Weier, Basengen|baseng=weier, basengen|bassin|bassin|Bassin|bassin|pond|pond|estanque|estanque|bacino|bacino|lago|lago|null|null
615|Basket|basket|basketball|basketball|Basketball|basketball|basketball|basketball|baloncesto|baloncesto|pallacanestro|pallacanestro|basquetebol|basquetebol|null|null
616|Bass|bass|démangeaison|demangeaison|Jucken, Juckreiz|jucken, juckreiz|itch|itch|escozor, prurit, picazón|escozor, prurit, picazon|prurito|prurito|comichão|comichão|null|null
617|Bass|bass|basse|basse|Bass|bass|bass|bass|bajo|bajo|basso|basso|baixo|baixo|null|null
619|Bastelen=Gebastels|bastelen=gebastels|bricolage|bricolage|Basteln|basteln|odd jobs|odd jobs|maña, bricolaje|maña, bricolaje|bricolage|bricolage|bricolagem|bricolagem|null|null
618|Bass halen=widderstoen=resistéieren, en hält de Bass|bass halen=widderstoen=resisteieren, en halt de bass|tenir tête, résister|tenir tete, resister|Widerstand leisten, widerstehen|widerstand leisten, widerstehen|to withstand|to withstand|resistir|resistir|tenere testa, resistere|tenere testa, resistere|resistir|resistir|null|null
620|bastelen=knéchelen=fummelen=triwwelen, e bastelt|bastelen=knechelen=fummelen=triwwelen, e bastelt|bricoler|bricoler|basteln|basteln|to do odd jobs|to do odd jobs|hacer chapuzas, hacer maña|hacer chapuzas, hacer maña|fare bricolage, aggiustare|fare bricolage, aggiustare|fazer biscates, bricolar|fazer biscates, bricolar|null|null
621|Bataklang=Kreemchen|bataklang=kreemchen|bazar, fatras|bazar, fatras|Plunder, Krimskrams|plunder, krimskrams|junk|junk|trastos|trastos|baraonda|baraonda|trastes, bazar|trastes, bazar|null|null
622|batter|batter|aigre, amer, acerbe|aigre, amer, acerbe|bitter|bitter|bitter|bitter|amargo, agrio|amargo, agrio|amaro|amaro|amargo|amargo|null|null
623|Batterie, Batterien|batterie, batterien|batterie|batterie|Batterie|batterie|battery|battery|batería|bateria|batteria|batteria|bateria|bateria|null|null
624|Batz=Apelbatz, Bätz|batz=apelbatz, batz|trognon (pomme)|trognon (pomme)|Kerngehäuse (Apfel)|kerngehause (apfel)|core (apple), stump, stalk|core (apple), stump, stalk|corazón, maçã (manzana)|corazon, maçã (manzana)|torsolo|torsolo|caroço de maçã, carolo|caroço de maçã, carolo|null|null
625|Bau=Gebai, Gebaier|bau=gebai, gebaier|bâtiment|batiment|Bau, Gebäude|bau, gebaude|building|building|edificio|edificio|edificio|edificio|edifício|edificio|null|null
626|Bauch, Bäich|bauch, baich|ventre|ventre|Bauch|bauch|belly, stomach, abdomen|belly, stomach, abdomen|vientre, barriga|vientre, barriga|ventre|ventre|abdómen, barriga, ventre|abdomen, barriga, ventre|null|null
627|Bauen|bauen|construction|construction|Bauen, Bau|bauen, bau|construction|construction|construcción|construccion|costruzione|costruzione|construção|construção|null|null
724|beléien, e belitt|beleien, e belitt|mentir à qqn.|mentir a qqn.|jemanden belügen|jemanden belugen|to lie to|to lie to|mentir a|mentir a|mentire|mentire|mentir a alguém|mentir a alguem|beléien|null
629|Bauer, Baueren|bauer, baueren|agriculteur, fermier|agriculteur, fermier|Bauer|bauer|farmer|farmer|granjero, campesino|granjero, campesino|agricoltore|agricoltore|agricultor, camponês|agricultor, campones|null|null
630|Bauerenhaff, Bauerenhäff|bauerenhaff, bauerenhaff|ferme|ferme|Bauernhof|bauernhof|farm|farm|alquería, granja|alqueria, granja|cascina, fattoria|cascina, fattoria|quinta|quinta|null|null
631|baufälleg|baufalleg|en ruines|en ruines|baufällig|baufallig|wrecked|wrecked|en ruinas, para caerse|en ruinas, para caerse|fatiscente, in rovina|fatiscente, in rovina|caduco|caduco|null|null
632|Baukasten, Baukasten|baukasten, baukasten|jeu de construction|jeu de construction|Baukasten, Holzwürfel|baukasten, holzwurfel|building set|building set|cubos|cubos|cubi|cubi|cubos|cubos|null|null
633|Bauplaz=Terrain, Bauplazen|bauplaz=terrain, bauplazen|terrain|terrain|Grundstück, Gelände|grundstuck, gelande|ground|ground|terreno, solar|terreno, solar|terreno|terreno|terreno|terreno|null|null
634|baupsen=uranzen, e baupst|baupsen=uranzen, e baupst|aboyer, invectiver|aboyer, invectiver|anherrschen, barsch reden|anherrschen, barsch reden|to bark at|to bark at|prorrumpir en invectivas|prorrumpir en invectivas|inveire|inveire|invectivar|invectivar|null|null
635|bauscheg=bombéiert|bauscheg=bombeiert|bombé, renflé|bombe, renfle|gewölbt|gewolbt|convex|convex|abombado|abombado|convesso, bombato|convesso, bombato|convexo|convexo|null|null
636|baussen=dobaussen=am Fräien=an der frëscher Loft|baussen=dobaussen=am fraien=an der frescher loft|dehors|dehors|draußen, im Freien|draußen, im freien|outside|outside|fuera|fuera|fuori|fuori|fora|fora|null|null
637|Beamten=Employé, Beamten|beamten=employe, beamten|employé|employe|Beamte|beamte|clerk|clerk|empleado|empleado|impiegato|impiegato|empregado|empregado|null|null
638|Beauté=Schéinheet, Beautéen|beaute=scheinheet, beauteen|beauté|beaute|Schönheit|schonheit|beauty|beauty|belleza|belleza|bellezza|bellezza|beleza|beleza|null|null
639|bebauen=zillen=kultivéieren=ziichten, e bebaut|bebauen=zillen=kultiveieren=ziichten, e bebaut|cultiver|cultiver|pflanzen, anbauen|pflanzen, anbauen|to cultivate, to grow|to cultivate, to grow|cultivar|cultivar|coltivare|coltivare|cultivar|cultivar|null|null
640|Bëbee=Puppelchen, Bëbeeën|bebee=puppelchen, bebeeen|bébé|bebe|Baby|baby|baby|baby|nene, bebé|nene, bebe|neonato|neonato|bebé|bebe|null|null
641|Becher=Gobelet=Gubbeli, Becheren|becher=gobelet=gubbeli, becheren|gobelet|gobelet|Becher|becher|cup|cup|cubilete|cubilete|bussolotto|bussolotto|copo|copo|null|null
643|Béchs=Dous, Béchsen|bechs=dous, bechsen|boîte de conserve|boite de conserve|Dose|dose|tin, box|tin, box|lata|lata|lattina|lattina|lata, caixa|lata, caixa|null|null
642|becheren=saufen, e bechert|becheren=saufen, e bechert|picoler|picoler|saufen|saufen|to booze|to booze|beber mucho|beber mucho|bere molto|bere molto|beber muito|beber muito|null|null
644|Béchs=Flënt=Gewier, Béchsen|bechs=flent=gewier, bechsen|fusil|fusil|Büchse, Gewehr|buchse, gewehr|rifle, shotgun|rifle, shotgun|fusil|fusil|fucile|fucile|espingarda|espingarda|null|null
645|Béchsefleesch|bechsefleesch|viande de conserve|viande de conserve|Dosenfleisch|dosenfleisch|tinned meat|tinned meat|carne en lata, carne en conserva|carne en lata, carne en conserva|carne in scatola|carne in scatola|carne enlatada|carne enlatada|null|null
727|beliichten=hell man, e beliicht|beliichten=hell man, e beliicht|éclairer, illuminer|eclairer, illuminer|beleuchten|beleuchten|to illuminate|to illuminate|iluminar|iluminar|illuminare|illuminare|iluminar|iluminar|beliichten|null
647|Béchsenëffner, Béchsenëffner|bechseneffner, bechseneffner|ouvre­boîtes|ouvre­boites|Dosenöffner|dosenoffner|tin­opener|tin­opener|abre latas|abre latas|apriscatole|apriscatole|abre­latas|abre­latas|null|null
648|Béchskëscht (Schoul)=Schaffert, Béchskëschten|bechskescht (schoul)=schaffert, bechskeschten|bûcheur, bosseur|bûcheur, bosseur|Arbeitstier|arbeitstier|toiler, drudge|toiler, drudge|trabajador|trabajador|lavoratore|lavoratore|trabalhador|trabalhador|null|null
732|belounen, e belount|belounen, e belount|récompenser|recompenser|belohnen|belohnen|to reward|to reward|premiar, recompensar|premiar, recompensar|premiare, ricompensare|premiare, ricompensare|premiar, recompensar|premiar, recompensar|belounen|null
650|bedächteg=virsiichteg|bedachteg=virsiichteg|prudent|prudent|vorsichtig|vorsichtig|careful, prudent|careful, prudent|prudente|prudente|prudente, cauto|prudente, cauto|prudente, cauteloso|prudente, cauteloso|null|null
736|beméien(sech)=s. ustrengen=s. ploen, e beméit sech|bemeien(sech)=s. ustrengen=s. ploen, e bemeit sech|s’escrimer, s’efforcer|s’escrimer, s’efforcer|sich plagen|sich plagen|to toil|to toil|ofanarse|ofanarse|sforzarsi|sforzarsi|esforçar­se|esforçar­se|beméien (sech)|null
652|Bedaueren=Regret|bedaueren=regret|regret|regret|Bedauern|bedauern|regret|regret|pesar, pena|pesar, pena|pena, lamento|pena, lamento|pesar, pena|pesar, pena|null|null
653|bedauerlech=bekloenswäert=deplorabel=iergerlech|bedauerlech=bekloenswaert=deplorabel=iergerlech|déplorable, malheureux|deplorable, malheureux|beklagenswert|beklagenswert|deplorable|deplorable|deplorable|deplorable|spiacente|spiacente|deplorável|deploravel|null|null
737|bemierken=an Uecht huelen=erblécksen, e bemierkt|bemierken=an uecht huelen=erblecksen, e bemierkt|remarquer|remarquer|bemerken|bemerken|to observe, to notice|to observe, to notice|observar, notar, señalar|observar, notar, señalar|accogersi|accogersi|notar, reparar|notar, reparar|bemierken|null
655|bedeiten=heeschen, et bedeit|bedeiten=heeschen, et bedeit|signifier|signifier|bedeuten|bedeuten|to mean|to mean|significar|significar|significare|significare|significar|significar|null|null
656|bedeitend=faméis=wichteg|bedeitend=fameis=wichteg|fameux, important|fameux, important|bedeutend, famos|bedeutend, famos|famous, important|famous, important|famoso, importante|famoso, importante|famoso, rilevante|famoso, rilevante|relevante, famoso|relevante, famoso|null|null
657|bedenken=betruechten, e bedenkt|bedenken=betruechten, e bedenkt|considérer|considerer|betrachten|betrachten|to regard|to regard|considerar|considerar|considerare|considerare|considerar|considerar|null|null
658|Bedierfnes=Nout, Bedierfnesser|bedierfnes=nout, bedierfnesser|besoin|besoin|Bedürfnis|bedurfnis|need|need|necesidad|necesidad|necessità|necessita|necessidade|necessidade|null|null
659|Bedingung=Konditioun=Viraussetzung, Bedingungen|bedingung=konditioun=viraussetzung, bedingungen|condition|condition|Kondition, Bedingung, Voraussetzung|kondition, bedingung, voraussetzung|condition|condition|condición|condicion|condizione|condizione|condição|condição|null|null
660|bedrécken, e bedréckt|bedrecken, e bedreckt|opprimer|opprimer|bedrücken|bedrucken|to oppress|to oppress|oprimir|oprimir|opprimere|opprimere|oprimir|oprimir|null|null
661|bedrecksen=knaschteg man, e bedreckst|bedrecksen=knaschteg man, e bedreckst|salir|salir|beschmutzen|beschmutzen|to dirty, to soil|to dirty, to soil|ensuciar|ensuciar|sporcare|sporcare|sujar|sujar|null|null
662|bedréien=bedupsen=iwwert d'Ouer haen=op d'A drécken=fuddelen, e bedréit|bedreien=bedupsen=iwwert d'ouer haen=op d'a drecken=fuddelen, e bedreit|tromper, frauder, arnaquer|tromper, frauder, arnaquer|betrügen, überlisten|betrugen, uberlisten|to cheat, to deceive|to cheat, to deceive|engañar|engañar|ingannare|ingannare|enganar|enganar|bedréien|null
663|bedupsen=bedréien=iwwert d'Ouer haen=op d'A drécken=fuddelen, e bedupst|bedupsen=bedreien=iwwert d'ouer haen=op d'a drecken=fuddelen, e bedupst|tromper, frauder, arnaquer|tromper, frauder, arnaquer|betrügen, überlisten|betrugen, uberlisten|to cheat, to deceive|to cheat, to deceive|engañar|engañar|ingannare|ingannare|enganar|enganar|null|null
